loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
20000.0,0.20550000000000002,748.89,RENT,39550.0,Not Verified,n,19.39,0.0,1.0,10.0,0.0,19577.0,18.0,w,10403.59,10403.59,14954.97,14954.97,9596.41,5358.56,0.0,0.0,0.0,748.89,0.0,1.0,Individual,0.0,0.0,27103.0,0.0,1.0,0.0,1.0,16.0,7526.0,98.0,0.0,1.0,7011.0,78.0,27100.0,0.0,0.0,1.0,2.0,2710.0,352.0,97.4,0.0,0.0,47.0,197.0,18.0,16.0,0.0,18.0,3.0,0.0,5.0,8.0,5.0,10.0,2.0,9.0,16.0,8.0,10.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,34776.0,27103.0,13600.0,7676.0,N,N,low_risk
25000.0,0.1308,569.86,OWN,198000.0,Source Verified,n,16.18,0.0,1.0,18.0,0.0,21823.0,30.0,w,0.0,0.0,29516.41,29516.41,25000.0,4516.41,0.0,0.0,0.0,19865.12,0.0,1.0,Individual,0.0,234.0,100893.0,3.0,5.0,2.0,2.0,5.0,75704.0,75.0,2.0,4.0,13993.0,42.0,114600.0,2.0,0.0,3.0,7.0,5935.0,58583.0,25.8,0.0,0.0,218.0,171.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,6.0,6.0,10.0,6.0,12.0,23.0,6.0,18.0,0.0,0.0,0.0,5.0,96.7,0.0,0.0,0.0,228927.0,100893.0,79000.0,110961.0,N,N,low_risk
20000.0,0.0819,407.35,MORTGAGE,100000.0,Source Verified,n,8.64,0.0,0.0,15.0,0.0,15764.0,48.0,w,14216.97,14216.97,8137.9,8137.9,5783.03,2354.87,0.0,0.0,0.0,407.35,0.0,1.0,Individual,0.0,0.0,81887.0,1.0,1.0,1.0,1.0,8.0,10804.0,80.0,2.0,3.0,5200.0,31.0,78600.0,1.0,9.0,3.0,4.0,5459.0,56678.0,23.0,0.0,0.0,164.0,310.0,4.0,4.0,3.0,4.0,8.0,0.0,6.0,7.0,8.0,13.0,20.0,13.0,25.0,7.0,15.0,0.0,0.0,0.0,3.0,97.9,12.5,0.0,0.0,186693.0,26568.0,72400.0,13593.0,N,N,low_risk
10000.0,0.1033,214.1,MORTGAGE,70000.0,Source Verified,n,38.54,0.0,0.0,7.0,0.0,9984.0,13.0,w,0.0,0.0,11429.62,11429.62,10000.0,1429.62,0.0,0.0,0.0,7587.3,0.0,1.0,Individual,0.0,0.0,275639.0,0.0,2.0,2.0,2.0,8.0,265655.0,91.0,1.0,1.0,2724.0,56.0,30100.0,0.0,1.0,5.0,4.0,39377.0,20116.0,33.2,0.0,0.0,98.0,64.0,9.0,8.0,1.0,9.0,1.0,0.0,5.0,5.0,5.0,6.0,4.0,5.0,8.0,5.0,7.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,299812.0,275639.0,30100.0,269712.0,N,N,low_risk
10200.0,0.1612,359.21,MORTGAGE,108000.0,Not Verified,n,32.38,0.0,0.0,25.0,0.0,43746.0,32.0,f,7955.79,7955.79,4575.43,4575.43,2244.21,2331.22,0.0,0.0,0.0,359.21,0.0,1.0,Individual,0.0,0.0,76815.0,0.0,3.0,0.0,2.0,17.0,33069.0,55.0,1.0,4.0,5511.0,51.0,89600.0,3.0,0.0,2.0,6.0,3073.0,27737.0,53.6,0.0,0.0,126.0,505.0,8.0,8.0,0.0,8.0,8.0,0.0,12.0,16.0,15.0,18.0,6.0,22.0,26.0,16.0,25.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,149787.0,76815.0,59800.0,60187.0,N,N,low_risk
25000.0,0.0819,785.61,MORTGAGE,110000.0,Source Verified,n,14.48,0.0,0.0,9.0,0.0,14534.0,21.0,w,0.0,0.0,26980.26,26980.26,25000.0,1980.26,0.0,0.0,0.0,19921.15,0.0,1.0,Individual,0.0,198.0,182742.0,0.0,2.0,1.0,1.0,11.0,44299.0,70.0,0.0,3.0,5647.0,70.0,20900.0,2.0,0.0,4.0,4.0,20305.0,2318.0,86.0,0.0,0.0,127.0,72.0,14.0,11.0,1.0,53.0,5.0,0.0,3.0,4.0,3.0,4.0,11.0,6.0,9.0,4.0,9.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,209785.0,58833.0,16500.0,51421.0,N,N,low_risk
40000.0,0.11019999999999999,870.1,MORTGAGE,6900.0,Not Verified,n,602.26,0.0,0.0,14.0,0.0,50369.0,32.0,w,30628.85,30628.85,14767.21,14767.21,9371.15,5396.06,0.0,0.0,0.0,870.1,0.0,1.0,Joint App,0.0,221.0,424104.0,1.0,2.0,1.0,2.0,4.0,91669.0,81.0,0.0,3.0,19027.0,74.0,70400.0,3.0,0.0,2.0,5.0,30293.0,18078.0,70.6,0.0,0.0,136.0,145.0,16.0,4.0,4.0,16.0,0.0,0.0,6.0,9.0,7.0,12.0,11.0,10.0,17.0,9.0,14.0,0.0,0.0,0.0,1.0,100.0,57.1,0.0,0.0,491517.0,142038.0,61400.0,119117.0,Y,N,low_risk
24000.0,0.0756,747.22,RENT,66000.0,Not Verified,n,24.49,0.0,1.0,9.0,0.0,24599.0,20.0,w,0.0,0.0,25270.63,25270.63,24000.0,1270.63,0.0,0.0,0.0,2933.85,0.0,1.0,Individual,0.0,0.0,33719.0,1.0,2.0,4.0,4.0,2.0,9120.0,32.0,0.0,2.0,24580.0,23.0,116700.0,3.0,0.0,3.0,6.0,3747.0,92101.0,21.1,0.0,0.0,137.0,215.0,17.0,2.0,1.0,17.0,2.0,0.0,2.0,2.0,7.0,9.0,10.0,7.0,9.0,2.0,9.0,0.0,0.0,0.0,4.0,100.0,14.3,0.0,0.0,170044.0,33719.0,116700.0,53344.0,N,N,low_risk
40000.0,0.0646,1225.24,MORTGAGE,180000.0,Source Verified,n,13.63,0.0,0.0,14.0,0.0,15312.0,32.0,w,0.0,0.0,42914.36,42914.36,40000.0,2914.36,0.0,0.0,0.0,23324.88,0.0,1.0,Individual,0.0,0.0,382197.0,0.0,1.0,2.0,2.0,9.0,39957.0,63.0,1.0,2.0,12870.0,36.0,101900.0,2.0,5.0,5.0,5.0,27300.0,39088.0,28.1,0.0,0.0,97.0,99.0,9.0,9.0,3.0,14.0,11.0,0.0,3.0,3.0,7.0,9.0,13.0,10.0,16.0,3.0,14.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,537492.0,55269.0,54400.0,105192.0,N,N,low_risk
35000.0,0.1308,797.8,MORTGAGE,89000.0,Verified,n,38.73,0.0,0.0,10.0,0.0,40482.0,16.0,w,26403.67,26403.67,15132.77,15132.77,8596.33,6536.44,0.0,0.0,0.0,797.8,0.0,1.0,Joint App,0.0,0.0,434123.0,1.0,3.0,2.0,3.0,4.0,57528.0,83.0,1.0,1.0,11774.0,77.0,57500.0,4.0,0.0,9.0,4.0,48236.0,17018.0,70.4,0.0,0.0,138.0,60.0,7.0,4.0,3.0,7.0,4.0,1.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,10.0,0.0,0.0,0.0,3.0,92.9,40.0,0.0,0.0,465585.0,98010.0,57500.0,69485.0,N,N,low_risk
8500.0,0.124,283.95,RENT,30000.0,Source Verified,n,12.56,1.0,0.0,8.0,0.0,3288.0,29.0,w,0.0,0.0,9700.78,9700.78,8500.0,1200.78,0.0,0.0,0.0,5163.44,0.0,1.0,Individual,0.0,0.0,9716.0,2.0,1.0,2.0,3.0,3.0,6428.0,97.0,3.0,3.0,940.0,51.0,12600.0,0.0,1.0,1.0,6.0,1215.0,1049.0,56.3,0.0,0.0,156.0,193.0,5.0,3.0,0.0,10.0,11.0,1.0,3.0,5.0,3.0,6.0,15.0,7.0,13.0,5.0,8.0,0.0,0.0,0.0,5.0,79.3,33.3,0.0,0.0,19216.0,9716.0,2400.0,6616.0,N,N,low_risk
8500.0,0.1308,286.73,MORTGAGE,86263.0,Verified,n,37.02,0.0,0.0,10.0,0.0,31420.0,11.0,w,4188.92,4188.92,5722.25,5722.25,4311.08,1411.17,0.0,0.0,0.0,286.73,0.0,1.0,Individual,0.0,0.0,344516.0,0.0,3.0,0.0,1.0,16.0,76356.0,64.0,0.0,0.0,9612.0,85.0,35100.0,1.0,0.0,0.0,1.0,34452.0,3680.0,89.5,0.0,0.0,56.0,106.0,35.0,16.0,1.0,35.0,16.0,0.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,100.0,83.3,0.0,0.0,402679.0,107776.0,35100.0,112289.0,N,N,low_risk
23350.0,0.2565,694.28,MORTGAGE,80000.0,Not Verified,n,27.8,0.0,1.0,12.0,1.0,15106.0,37.0,w,18510.32,18510.32,13819.05,13819.05,4839.68,8979.37,0.0,0.0,0.0,694.28,0.0,1.0,Individual,0.0,210.0,322804.0,0.0,6.0,2.0,4.0,8.0,307698.0,59.0,0.0,1.0,4585.0,65.0,17500.0,1.0,6.0,1.0,5.0,26900.0,8.0,99.9,0.0,0.0,138.0,248.0,18.0,8.0,0.0,18.0,0.0,0.0,2.0,6.0,2.0,3.0,27.0,6.0,8.0,6.0,12.0,0.0,0.0,0.0,2.0,100.0,100.0,1.0,0.0,247252.0,322804.0,8100.0,229752.0,N,N,low_risk
25000.0,0.11019999999999999,818.71,MORTGAGE,115000.0,Source Verified,n,21.52,0.0,1.0,12.0,1.0,23346.0,14.0,w,13525.99,13525.99,14721.47,14721.47,11474.01,3247.46,0.0,0.0,0.0,818.71,0.0,1.0,Individual,0.0,0.0,49077.0,0.0,3.0,0.0,1.0,22.0,25731.0,53.0,0.0,3.0,6409.0,60.0,33700.0,1.0,0.0,2.0,4.0,4090.0,6486.0,74.6,0.0,0.0,62.0,84.0,14.0,14.0,2.0,14.0,3.0,0.0,4.0,5.0,8.0,8.0,3.0,9.0,9.0,5.0,12.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,0.0,82216.0,49077.0,25500.0,48516.0,N,N,low_risk
8925.0,0.11019999999999999,292.28,RENT,82000.0,Source Verified,n,21.66,0.0,3.0,32.0,1.0,8303.0,50.0,w,0.0,0.0,9939.75,9939.75,8925.0,1014.75,0.0,0.0,0.0,6120.57,0.0,1.0,Individual,0.0,0.0,41470.0,4.0,3.0,4.0,4.0,2.0,33167.0,95.0,3.0,6.0,4455.0,22.0,155700.0,3.0,0.0,7.0,10.0,1296.0,58707.0,11.3,0.0,0.0,203.0,73.0,4.0,2.0,0.0,4.0,2.0,0.0,7.0,11.0,11.0,14.0,10.0,29.0,39.0,11.0,32.0,0.0,0.0,0.0,7.0,100.0,0.0,1.0,0.0,190561.0,41470.0,66200.0,34861.0,N,N,low_risk
8000.0,0.1862,291.72,MORTGAGE,100000.0,Source Verified,n,9.29,0.0,0.0,11.0,0.0,20842.0,26.0,w,0.0,0.0,8261.16,8261.16,8000.0,261.16,0.0,0.0,0.0,7977.72,0.0,1.0,Individual,0.0,0.0,266775.0,2.0,1.0,1.0,2.0,4.0,20945.0,96.0,1.0,3.0,9652.0,54.0,55400.0,0.0,5.0,2.0,5.0,24252.0,25710.0,43.6,0.0,0.0,147.0,117.0,4.0,4.0,4.0,4.0,4.0,0.0,3.0,4.0,6.0,7.0,9.0,9.0,13.0,4.0,11.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,317275.0,41787.0,45600.0,21717.0,N,N,low_risk
8925.0,0.1033,289.37,MORTGAGE,19400.0,Not Verified,n,24.75,0.0,0.0,5.0,0.0,3091.0,11.0,w,4307.93,4307.93,5777.16,5777.16,4617.07,1160.09,0.0,0.0,0.0,289.37,0.0,1.0,Individual,0.0,0.0,46019.0,0.0,1.0,0.0,1.0,23.0,4051.0,45.0,1.0,2.0,1672.0,49.0,5600.0,1.0,3.0,0.0,3.0,9204.0,1309.0,70.3,0.0,0.0,73.0,102.0,12.0,12.0,1.0,12.0,18.0,0.0,2.0,2.0,2.0,5.0,3.0,3.0,7.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,66600.0,7142.0,4400.0,9000.0,N,N,low_risk
8500.0,0.0702,262.54,RENT,28549.0,Not Verified,n,30.26,0.0,0.0,8.0,1.0,5367.0,14.0,w,4236.4,4236.4,4984.94,4984.94,4263.6,721.34,0.0,0.0,0.0,262.54,0.0,1.0,Individual,0.0,0.0,24784.0,1.0,2.0,1.0,1.0,6.0,19417.0,54.0,0.0,1.0,2883.0,43.0,21000.0,0.0,1.0,0.0,2.0,3098.0,9772.0,34.9,0.0,0.0,145.0,100.0,23.0,6.0,0.0,23.0,23.0,0.0,2.0,3.0,3.0,4.0,7.0,6.0,7.0,3.0,8.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,57247.0,24784.0,15000.0,36247.0,N,N,low_risk
14725.0,0.1308,335.65,RENT,20610.0,Not Verified,n,21.37,0.0,1.0,4.0,0.0,3154.0,8.0,w,0.0,0.0,17104.83,17104.83,14725.0,2379.83,0.0,0.0,0.0,12080.78,0.0,1.0,Individual,0.0,0.0,13638.0,1.0,1.0,1.0,2.0,5.0,10484.0,95.0,0.0,0.0,2940.0,59.0,12300.0,2.0,0.0,1.0,2.0,3410.0,6146.0,33.9,0.0,0.0,80.0,294.0,89.0,5.0,2.0,89.0,5.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,23300.0,13638.0,9300.0,11000.0,N,N,low_risk
16000.0,0.1612,563.47,MORTGAGE,54600.0,Verified,n,18.15,0.0,0.0,8.0,1.0,1806.0,30.0,w,8063.71,8063.71,11255.07,11255.07,7936.29,3318.78,0.0,0.0,0.0,563.47,0.0,1.0,Individual,0.0,13809.0,19836.0,3.0,2.0,1.0,2.0,6.0,18030.0,82.0,2.0,3.0,1180.0,74.0,4800.0,2.0,0.0,2.0,5.0,2480.0,1394.0,56.4,0.0,0.0,140.0,193.0,6.0,6.0,0.0,13.0,6.0,7.0,2.0,2.0,2.0,6.0,8.0,6.0,22.0,2.0,8.0,0.0,0.0,0.0,3.0,76.7,50.0,1.0,0.0,26873.0,19836.0,3200.0,22073.0,N,N,low_risk
3000.0,0.0819,94.28,OWN,36254.0,Not Verified,n,30.55,0.0,0.0,14.0,0.0,13420.0,37.0,w,0.0,0.0,3148.42,3148.42,3000.0,148.42,0.0,0.0,0.0,1096.91,0.0,1.0,Individual,0.0,0.0,112105.0,1.0,2.0,1.0,1.0,11.0,16659.0,57.0,2.0,5.0,4883.0,44.0,39500.0,1.0,0.0,5.0,7.0,8008.0,19609.0,31.7,0.0,0.0,162.0,187.0,9.0,1.0,4.0,11.0,2.0,0.0,3.0,6.0,5.0,11.0,12.0,10.0,21.0,6.0,14.0,0.0,0.0,0.0,4.0,100.0,20.0,0.0,0.0,157734.0,30079.0,28700.0,29047.0,N,N,low_risk
15950.0,0.1524,554.79,MORTGAGE,40000.0,Source Verified,n,13.29,0.0,1.0,6.0,0.0,4149.0,10.0,w,0.0,0.0,18167.18,18167.18,15950.0,2217.18,0.0,0.0,0.0,7781.92,0.0,1.0,Joint App,0.0,0.0,172332.0,3.0,1.0,0.0,1.0,15.0,17620.0,80.0,2.0,6.0,3444.0,70.0,8900.0,0.0,4.0,9.0,8.0,28722.0,3751.0,52.5,0.0,0.0,40.0,27.0,5.0,5.0,1.0,5.0,6.0,0.0,2.0,2.0,3.0,4.0,2.0,4.0,7.0,2.0,6.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,183196.0,21769.0,7900.0,22104.0,N,N,low_risk
3600.0,0.124,120.27,RENT,50000.0,Not Verified,n,16.08,0.0,3.0,6.0,0.0,10413.0,6.0,w,0.0,0.0,3602.48,3602.48,3600.0,2.48,0.0,0.0,0.0,3604.96,0.0,1.0,Individual,0.0,0.0,32448.0,2.0,2.0,1.0,1.0,9.0,22035.0,88.0,2.0,2.0,5985.0,71.0,21000.0,3.0,1.0,14.0,3.0,5408.0,10587.0,49.6,0.0,0.0,40.0,159.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,45977.0,32448.0,21000.0,24977.0,N,N,low_risk
12750.0,0.0819,400.66,OWN,70000.0,Not Verified,n,29.16,0.0,0.0,11.0,0.0,10159.0,19.0,w,6410.22,6410.22,7606.74,7606.74,6339.78,1266.96,0.0,0.0,0.0,400.66,0.0,1.0,Individual,0.0,0.0,44302.0,1.0,4.0,1.0,3.0,2.0,34143.0,73.0,0.0,1.0,6039.0,52.0,39100.0,3.0,4.0,2.0,4.0,4027.0,19391.0,31.7,0.0,0.0,103.0,308.0,18.0,2.0,0.0,36.0,2.0,0.0,4.0,5.0,5.0,6.0,9.0,7.0,10.0,5.0,11.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,0.0,85907.0,44302.0,28400.0,46807.0,N,N,low_risk
6000.0,0.11710000000000001,198.46,RENT,32000.0,Not Verified,n,36.65,0.0,1.0,13.0,1.0,4511.0,21.0,w,0.0,0.0,6270.25,6270.25,6000.0,270.25,0.0,0.0,0.0,4484.22,0.0,1.0,Individual,0.0,0.0,23707.0,3.0,2.0,0.0,1.0,19.0,19196.0,49.0,3.0,4.0,1036.0,28.0,46000.0,1.0,1.0,2.0,5.0,1824.0,21489.0,10.1,0.0,0.0,137.0,72.0,2.0,2.0,0.0,2.0,3.0,0.0,4.0,5.0,8.0,8.0,8.0,11.0,13.0,5.0,13.0,0.0,0.0,0.0,3.0,100.0,12.5,1.0,0.0,84959.0,23707.0,23900.0,38959.0,N,N,low_risk
20700.0,0.1308,698.27,MORTGAGE,250000.0,Source Verified,n,17.56,0.0,2.0,9.0,0.0,46328.0,26.0,w,11365.17,11365.17,12553.82,12553.82,9334.83,3218.99,0.0,0.0,0.0,698.27,0.0,1.0,Individual,0.0,0.0,480980.0,2.0,4.0,2.0,7.0,4.0,74277.0,81.0,0.0,0.0,19087.0,75.0,68600.0,2.0,0.0,2.0,7.0,60123.0,22272.0,67.5,0.0,0.0,123.0,260.0,141.0,4.0,2.0,141.0,4.0,0.0,3.0,3.0,4.0,4.0,19.0,4.0,5.0,3.0,9.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,604277.0,120605.0,68600.0,92085.0,N,N,low_risk
35000.0,0.17739999999999997,1260.78,RENT,170000.0,Not Verified,n,14.97,0.0,0.0,8.0,1.0,16321.0,11.0,w,18829.75,18829.75,23885.83,23885.83,16170.25,7715.58,0.0,0.0,0.0,1260.78,0.0,1.0,Individual,0.0,0.0,59882.0,0.0,3.0,0.0,2.0,14.0,43561.0,70.0,0.0,0.0,12357.0,71.0,22100.0,1.0,0.0,0.0,2.0,7485.0,4191.0,79.4,0.0,0.0,134.0,65.0,39.0,14.0,0.0,39.0,14.0,0.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,81.8,50.0,1.0,0.0,99513.0,59882.0,20300.0,77413.0,N,N,low_risk
36150.0,0.1308,824.01,RENT,134000.0,Not Verified,n,20.16,0.0,0.0,17.0,0.0,22434.0,41.0,w,27913.61,27913.61,14805.91,14805.91,8236.39,6569.52,0.0,0.0,0.0,824.01,0.0,1.0,Individual,0.0,0.0,129570.0,1.0,9.0,0.0,3.0,21.0,101503.0,103.0,1.0,1.0,13401.0,81.0,55800.0,1.0,0.0,0.0,4.0,7622.0,33366.0,40.2,0.0,0.0,158.0,149.0,6.0,6.0,0.0,6.0,24.0,0.0,2.0,2.0,7.0,7.0,33.0,7.0,7.0,2.0,17.0,0.0,0.0,0.0,1.0,100.0,28.6,0.0,0.0,159752.0,129570.0,55800.0,98174.0,N,N,low_risk
20000.0,0.0819,407.35,MORTGAGE,150000.0,Source Verified,n,20.33,0.0,1.0,14.0,1.0,19629.0,37.0,w,0.0,0.0,22191.92,22191.92,20000.0,2191.92,0.0,0.0,0.0,15683.42,0.0,1.0,Individual,0.0,0.0,393212.0,1.0,3.0,1.0,2.0,2.0,99023.0,51.0,2.0,3.0,15190.0,42.0,54300.0,3.0,12.0,9.0,7.0,28087.0,18829.0,50.6,0.0,0.0,85.0,159.0,10.0,2.0,10.0,10.0,1.0,0.0,5.0,6.0,6.0,11.0,9.0,10.0,18.0,6.0,14.0,0.0,0.0,0.0,4.0,100.0,33.3,1.0,0.0,453387.0,118652.0,38100.0,120987.0,N,N,low_risk
10000.0,0.0702,308.87,MORTGAGE,59000.0,Source Verified,n,13.51,0.0,0.0,8.0,0.0,13478.0,11.0,w,4992.68,4992.68,5864.63,5864.63,5007.32,857.31,0.0,0.0,0.0,308.87,0.0,1.0,Individual,0.0,0.0,206854.0,0.0,1.0,0.0,1.0,16.0,15457.0,84.0,0.0,1.0,8991.0,78.0,18800.0,0.0,1.0,2.0,6.0,25857.0,4422.0,75.3,0.0,0.0,16.0,65.0,18.0,9.0,4.0,18.0,12.0,0.0,3.0,3.0,4.0,4.0,1.0,5.0,6.0,3.0,8.0,0.0,0.0,0.0,4.0,100.0,25.0,0.0,0.0,216497.0,28935.0,17900.0,18422.0,N,N,low_risk
30000.0,0.0646,918.93,RENT,101101.0,Not Verified,n,39.62,0.0,2.0,17.0,0.0,21163.0,32.0,w,16930.67,16930.67,15611.04,15611.04,13069.33,2541.71,0.0,0.0,0.0,918.93,0.0,1.0,Individual,0.0,0.0,130547.0,2.0,5.0,1.0,4.0,5.0,109384.0,83.0,1.0,4.0,8231.0,57.0,77200.0,3.0,7.0,2.0,8.0,7679.0,34017.0,31.7,0.0,0.0,191.0,144.0,5.0,5.0,0.0,16.0,5.0,0.0,6.0,10.0,6.0,6.0,16.0,12.0,16.0,10.0,17.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,208068.0,130547.0,49800.0,130868.0,N,N,low_risk
5575.0,0.20550000000000002,208.76,RENT,157000.0,Not Verified,n,25.69,0.0,0.0,13.0,0.0,14840.0,22.0,w,2965.75,2965.75,4168.84,4168.84,2609.25,1559.59,0.0,0.0,0.0,208.76,0.0,1.0,Individual,0.0,0.0,60781.0,1.0,4.0,1.0,3.0,6.0,45941.0,48.0,0.0,2.0,3423.0,54.0,15500.0,1.0,0.0,0.0,5.0,4675.0,368.0,96.9,0.0,0.0,143.0,143.0,24.0,6.0,0.0,24.0,22.0,0.0,6.0,8.0,6.0,7.0,13.0,8.0,9.0,8.0,13.0,0.0,0.0,0.0,1.0,95.0,83.3,0.0,0.0,111944.0,60781.0,11900.0,96444.0,N,N,low_risk
20000.0,0.0819,628.49,MORTGAGE,38000.0,Not Verified,n,25.58,0.0,0.0,14.0,0.0,14212.0,25.0,w,0.0,0.0,20837.16,20837.16,20000.0,837.16,0.0,0.0,0.0,17712.91,0.0,1.0,Joint App,0.0,0.0,533092.0,0.0,1.0,1.0,1.0,10.0,31250.0,97.0,1.0,1.0,6257.0,66.0,36200.0,0.0,0.0,3.0,3.0,38078.0,15937.0,45.2,0.0,0.0,89.0,297.0,7.0,7.0,1.0,7.0,1.0,0.0,6.0,9.0,8.0,9.0,9.0,12.0,15.0,9.0,14.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,564459.0,45462.0,29100.0,32259.0,N,N,low_risk
10625.0,0.1524,254.11,MORTGAGE,80000.0,Not Verified,n,15.34,0.0,0.0,16.0,0.0,21974.0,33.0,w,8456.77,8456.77,4310.87,4310.87,2168.23,2142.64,0.0,0.0,0.0,254.11,0.0,1.0,Individual,0.0,0.0,80913.0,1.0,1.0,4.0,5.0,6.0,11093.0,77.0,2.0,2.0,2471.0,78.0,28200.0,2.0,3.0,5.0,7.0,5057.0,1811.0,81.1,0.0,0.0,136.0,151.0,10.0,6.0,1.0,42.0,7.0,0.0,6.0,11.0,7.0,9.0,15.0,14.0,17.0,11.0,16.0,0.0,0.0,0.0,6.0,100.0,57.1,0.0,0.0,95187.0,33067.0,9600.0,14358.0,N,N,low_risk
27000.0,0.20550000000000002,723.63,RENT,115000.0,Not Verified,n,22.35,0.0,1.0,12.0,0.0,28765.0,34.0,w,0.0,0.0,33090.38,33090.38,27000.0,6090.38,0.0,0.0,0.0,8766.58,0.0,1.0,Individual,0.0,0.0,243522.0,0.0,4.0,0.0,1.0,23.0,214757.0,43.0,1.0,2.0,10893.0,44.0,64900.0,3.0,3.0,2.0,3.0,20294.0,19635.0,58.6,0.0,0.0,179.0,179.0,12.0,12.0,0.0,12.0,0.0,0.0,5.0,6.0,6.0,8.0,20.0,8.0,14.0,6.0,12.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,303131.0,243522.0,47400.0,238231.0,N,N,low_risk
16000.0,0.1308,539.72,MORTGAGE,80000.0,Source Verified,n,8.64,1.0,1.0,13.0,0.0,13324.0,23.0,w,0.0,0.0,17346.37,17346.37,16000.0,1346.37,0.0,0.0,0.0,13597.4,0.0,1.0,Individual,0.0,114.0,105826.0,3.0,1.0,1.0,1.0,11.0,12365.0,93.0,6.0,6.0,4926.0,58.0,31100.0,2.0,0.0,4.0,7.0,8140.0,8066.0,45.5,0.0,0.0,68.0,100.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,7.0,4.0,6.0,3.0,11.0,19.0,7.0,13.0,0.0,0.0,0.0,7.0,87.0,0.0,0.0,0.0,131757.0,25689.0,14800.0,13270.0,N,N,low_risk
31100.0,0.0756,968.27,MORTGAGE,108000.0,Not Verified,n,25.94,0.0,1.0,17.0,0.0,22495.0,23.0,w,14692.81,14692.81,19352.34,19352.34,16407.19,2945.15,0.0,0.0,0.0,968.27,0.0,1.0,Individual,0.0,0.0,352749.0,2.0,3.0,1.0,3.0,8.0,42342.0,68.0,2.0,2.0,9821.0,48.0,73600.0,2.0,1.0,1.0,6.0,20750.0,44779.0,29.3,0.0,0.0,41.0,442.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,5.0,6.0,9.0,5.0,11.0,14.0,5.0,17.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,491900.0,64837.0,63300.0,62300.0,N,N,low_risk
